country_id,indicator_pair,reported_value_1,reported_value_2,expected_correlation,integrity_flag,confidence_score
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.7013141929652,3.4474962304662,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,1.09869626167405,4.19649888238551,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,4.85954517089937,2.01854355976229,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,5.59481102476671,3.28158694697213,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.13033310359295,4.77377455386914,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,1.56744967539477,3.90961779211889,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.77573771674906,2.48211560474804,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,5.47269304472715,4.69742798827245,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,1.93913774928538,5.44666363048887,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.70858153682569,6.36656841727441,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.00453760135888,9.44483742337133,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,3.62637105743457,7.07109839479797,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,7.31352424220155,9.19603316657812,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,-1.67969792645223,16.0440111889861,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,-0.676870194049812,24.2072876743291,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.80465599545295,16.5595225588084,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.36335094409922,15.8402667458768,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,3.40337382855367,8.26314103860768,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.74677219709527,13.4212799774012,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,-2.17910220206564,17.9659242656857,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,-1.3234581733779,11.8766265142296,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.09306886432368,8.59886383332186,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,3.62434641923983,4.60930327269779,-0.18749731083757146,False,0.0
GBR,NY.GDP.MKTP.KD.ZG__FP.CPI.TOTL.ZG,2.67092491032817,4.96071097821927,-0.18749731083757146,False,0.0
